bookID	title	authors	average_rating	isbn	isbn13	language_code	num_pages	ratings_count	text_reviews_count	publication_date	publisher
10701	Birds Without Wings	Louis de Bernières	4.16	436205491	9780436205491	eng	640	48	8	7/1/2004	Secker
10711	God Knows	Joseph Heller	3.8	684841258	9780684841250	eng	368	2992	163	11/12/1997	Simon  Schuster
10712	Picture This	Joseph Heller	3.68	684868199	9780684868196	en-US	352	1219	67	3/24/2000	Simon  Schuster
10713	Closing Time	Joseph Heller	3.02	743239806	9780743239806	eng	464	106	9	7/1/2003	Simon & Schuster (Trade Division)
10714	Good as Gold	Joseph Heller	3.36	684839741	9780684839745	eng	445	2631	100	11/12/1997	Simon  Schuster
10718	Something Happened	Joseph Heller	3.52	684841215	9780684841212	eng	576	6166	399	11/12/1997	Simon  Schuster
10732	Archie Americana Series: Best of the Eighties  Vol. 1	George Gladir,John L. Goldwater,Steve Geppi,Michael I. Silberkleit	3.91	1879794063	9781879794061	eng	96	61	1	6/26/2001	Archie Comics
10739	The Moviegoer	Walker Percy	3.68	375701966	9780375701962	eng	242	21634	1660	4/14/1998	Vintage Books USA
10750	Wicked: The Life and Times of the Wicked Witch of the West	Gregory Maguire,Douglas Smith	3.53	60745908	9780060745905	en-US	409	2828	459	3/2/2004	William Morrow Paperbacks
10751	Wicked: Memorias de una bruja mala (Los años malvados  #1)	Gregory Maguire,Claudia Conde	3.53	61351393	9780061351396	spa	508	47	10	5/1/2007	Rayo
10756	The Sword and the Shield: The Mitrokhin Archive & the Secret History of the KGB	Christopher M. Andrew,Vasili Mitrokhin	3.93	465003125	9780465003129	en-US	736	1170	82	8/29/2000	Basic Books
10757	Lay Down My Sword And Shield (Hackberry Holland  #1)	James Lee Burke	3.89	752842692	9780752842691	eng	320	1680	117	9/4/2003	Orion
10760	Sword and Shield	John Terra	4	1560764988	9781560764984	eng	16	5	1	9/1/1992	TSR Inc.
10765	A Year in the Merde	Stephen Clarke	3.54	1582346178	9781582346175	en-US	276	11429	979	5/2/2006	Bloomsbury Publishing PLC
10767	Merde!: The Real French You Were Never Taught at School	Geneviève,Michael    Heath	3.96	684854279	9780684854274	eng	112	155	13	12/9/1998	Gallery Books
10770	Merde Encore!: More of the Real French You Were Never Taught at School	Geneviève,Michael    Heath	3.96	684854287	9780684854281	eng	104	46	1	12/9/1998	Gallery Books
10772	Can't Wait to Get to Heaven	Fannie Flagg,Cassandra Campbell	3.91	1415930686	9781415930687	eng	384	326	66	7/18/2006	Books on Tape
10776	Green Hills of Africa	Ernest Hemingway,Edward Shenton	3.56	99460955	9780099460954	eng	200	7290	387	3/4/2004	Vintage Classics
10778	Across the River and into the Trees	Ernest Hemingway	3.33	684844648	9780684844640	eng	272	5546	342	4/15/1998	Scribner
10780	Hemingway: The Paris Years	Michael S. Reynolds	4.17	393318796	9780393318791	eng	402	490	35	5/17/1999	W. W. Norton  Company
10783	Adios Hemingway	Leonardo Padura,John King	3.72	184195795X	9781841957951	eng	229	659	85	3/10/2006	Canongate U.S.
10785	By-Line: Selected Articles and Dispatches of Four Decades	Ernest Hemingway,William M. White	3.96	684839059	9780684839059	en-US	512	421	33	5/12/1998	Scribner
10787	The Hemingway Women: Those Who Love Him - The Wives And Others	Bernice Kert	4.17	393318354	9780393318357	eng	556	279	32	12/17/1998	W. W. Norton  Company
10789	Hemingway: A Biography	Jeffrey Meyers	4	306808900	9780306808906	eng	644	197	15	5/7/1999	Da Capo Press
10792	The Sword of Straw (The Sangreal Trilogy  #2)	Amanda Hemingway	3.81	345460804	9780345460806	eng	336	138	8	3/28/2006	Del Rey
10796	A Farewell to Arms	Ernest Hemingway,John Slattery	3.8	743564375	9780743564373	eng	8	290	65	5/1/2006	Simon  Schuster Audio
10797	A Farewell to Arms	Ernest Hemingway	3.8	684174693	9780684174693	eng	336	174	30	2/1/1982	MacMillan Publishing Company
10801	The Big Rock Candy Mountain	Wallace Stegner	4.15	140139397	9780140139396	eng	563	6187	669	3/1/1991	Penguin
10802	Beyond the Hundredth Meridian: John Wesley Powell and the Second Opening of the West	Wallace Stegner,Bernard DeVoto	4.07	140159940	9780140159943	eng	438	3010	244	3/1/1992	Penguin Books
10804	Collected Stories	Wallace Stegner,Lynn Stegner	4.22	143039792	9780143039792	eng	576	608	59	7/25/2006	Penguin Classics
10805	All the Little Live Things	Wallace Stegner	4.09	140154418	9780140154412	eng	345	2595	350	12/1/1991	Penguin Books
10806	Where the Bluebird Sings to the Lemonade Springs	Wallace Stegner,T.H. Watkins	4.1	375759328	9780375759321	eng	234	1553	113	4/9/2002	Modern Library
10808	Wallace Stegner: His Life and Work	Jackson J. Benson	4.19	140247963	9780140247961	eng	496	88	8	11/1/1997	Penguin Books
10810	Letters of E.B. White	E.B. White,Dorothy Lobrano Guth,Martha White,John Updike	4.13	60757086	9780060757083	eng	736	694	39	11/28/2006	Harper
10814	Here Is New York	E.B. White,Roger Angell,Barbara Cohen,Judith Stonehill	4.3	1892145022	9781892145024	eng	58	5379	544	1/1/2000	Little Bookroom
10826	Charlotte's Web	E.B. White,Garth Williams	4.17	61228745	9780061228742	eng	179	7	1	11/1/2006	HarperEntertainment
10832	Charlotte's Web	E.B. White,Garth Williams	4.17	140364498	9780140364491	eng	256	223	22	10/28/1993	Penguin Books  Limited (UK)
10836	Che Guevara: A Revolutionary Life	Jon Lee Anderson,José Hernández,Leena Nivala	4.12	802135587	9780802135582	eng	814	15468	548	3/9/1998	Grove Press (NYC)
10846	Gatsby's Girl	Caroline Preston	3.54	618537252	9780618537259	en-US	312	863	121	5/1/2006	Houghton Mifflin Harcourt
10853	In Search of Captain Zero: A Surfer's Road Trip Beyond the End of the Road	Allan C. Weisbecker	3.89	1585421774	9781585421770	eng	352	2246	166	9/16/2002	TarcherPerigee
10863	Pipe Dream (Strivers Row)	Solomon Jones	3.97	375756604	9780375756603	eng	341	139	17	7/31/2001	Villard
10867	The Pleasure of My Company	Steve Martin	3.78	786888016	9780786888016	eng	176	13257	1240	10/6/2004	Hachette Books
10873	Shopgirl	Steve Martin	3.43	786891076	9780786891078	eng	130	30067	2166	1/1/2000	Hachette Books
10876	The Mutineer: Rants  Ravings  and Missives from the Mountaintop  1977-2005	Hunter S. Thompson	4.08	684873176	9780684873176	eng	752	84	4	3/1/2013	Simon & Schuster
10877	Generation of Swine: Tales of Shame and Degradation in the '80's	Hunter S. Thompson	3.78	743250443	9780743250443	eng	336	5980	171	11/6/2003	Simon  Schuster
10879	The Gonzo Way: A Celebration of Dr. Hunter S. Thompson	Anita Thompson	3.96	1555916228	9781555916220	en-US	112	1052	36	7/1/2007	Fulcrum Publishing
10880	The Proud Highway: Saga of a Desperate Southern Gentleman  1955-1967	Hunter S. Thompson,Douglas Brinkley	4.14	345377966	9780345377968	eng	720	2961	116	4/7/1998	Ballantine Books
10884	Einstein: His Life and Universe	Walter Isaacson	4.11	743264738	9780743264730	eng	675	113315	2833	4/10/2007	Simon  Schuster
10885	The Wise Men: Six Friends and the World They Made	Walter Isaacson,Evan Thomas	4.07	684837714	9780684837710	eng	864	2664	78	6/4/1997	Simon & Schuster
10887	Kissinger	Walter Isaacson	3.94	743286979	9780743286978	eng	896	2507	140	9/27/2005	Simon  Schuster
10890	Traveling Mercies: Some Thoughts on Faith	Anne Lamott	4.16	385496095	9780385496094	eng	275	39822	2297	2/15/2000	Anchor
10894	Where Rainbows End	Cecelia Ahern	3.94	7189958	9780007189953	eng	454	652	109	11/8/2004	HarperCollins
10895	Irish Girls Are Back in Town	Cecelia Ahern,Patricia Scanlan,Gemma O'Connor,Sarah Webb,Maeve Binchy,Marian Keyes,Morag Prunty,Cathy Kelly,Colette Caddle,Marita Conlon-McKenna,Martina Devlin,Clare Dowling,Catherine Foley,Aine Greaney,Suzanne Higgins,Rosaleen Linehan,Joan O'Neill,Julie Parsons,Deirdre Purcell,Martina Reilly,Mary Ryan,Annie Sparrow,Una Brankin	3.74	743499263	9780743499262	eng	384	805	36	3/1/2005	Gallery Books
10897	There's No Place Like Here	Cecelia Ahern	3.67	1401301886	9781401301880	eng	340	1926	314	9/4/2007	Hachette Books
10906	Final Rain (The Survivalist  #19)	Jerry Ahern	3.69	821726846	9780821726846	eng	220	95	4	6/1/1989	Zebra
10907	The Pursuit of Happyness	Chris Gardner	4.19	60744871	9780060744878	eng	320	21292	756	10/24/2006	Amistad
10908	Harvesting the Heart	Jodi Picoult	3.6	140230270	9780140230277	eng	453	39611	2473	4/1/1995	Penguin Books
10909	The Tenth Circle	Jodi Picoult	3.5	074349671X	9780743496711	eng	416	108646	5039	10/24/2006	Allen & Ulwin
10910	Mercy	Jodi Picoult	3.58	743422449	9780743422444	eng	400	42046	2564	4/1/2001	Washington Square Press
10912	Picture Perfect	Jodi Picoult	3.54	425185508	9780425185506	eng	369	46383	2502	7/2/2002	Berkley
10914	Songs of the Humpback Whale	Jodi Picoult	3.2	743431014	9780743431019	eng	346	27590	1838	10/1/2001	Washington Square Press
10915	Salem Falls	Jodi Picoult	3.82	743418719	9780743418713	eng	434	67431	3066	8/1/2002	Washington Square Press
10916	The Pact	Jodi Picoult	4.01	61150142	9780061150142	eng	512	244774	8841	8/29/2006	Avon
10917	My Sister's Keeper	Jodi Picoult	4.07	743454537	9780743454537	eng	423	986711	29652	2/1/2005	Washington Square Press
10920	Cold Mountain	Charles Frazier	3.86	802142842	9780802142849	eng	356	208001	4972	9/1/2006	Grove Press
10921	The Collected Songs of Cold Mountain	Hanshan,Red Pine,John Blofeld	4.41	1556591403	9781556591402	eng	320	685	36	6/1/2000	Copper Canyon Press
10929	For One More Day	Mitch Albom	4.1	1401303277	9781401303273	eng	197	113593	6830	9/26/2006	Hachette Books
10932	Just One More Day: A Memoir	Susan    Lewis	3.98	99486830	9780099486831	eng	340	180	25	1/5/2006	Arrow Books
10939	Ya Sé Que Te Quiero	Billy Crystal,Elizabeth Sayles	4.19	60845988	9780060845988	spa	40	0	0	4/11/2006	Rayo
10943	Absolutely Mahvelous	Billy Crystal,Dick Schaap	3.79	399512462	9780399512469	eng	128	24	2	7/18/1986	Perigee Trade
10951	The Last Innocent Man	Phillip Margolin	3.91	60739681	9780060739683	eng	352	1667	57	1/25/2005	HarperTorch
10964	Outlander (Outlander  #1)	Diana Gabaldon	4.23	440242940	9780440242949	eng	850	673350	34690	7/26/2005	Dell Publishing Company
10965	A Breath of Snow and Ashes (Outlander  #6)	Diana Gabaldon	4.44	385340397	9780385340397	eng	980	105950	3992	8/29/2006	Delta
10966	Outlander - The Exile of Sharad Hett (Star Wars: Ongoing  Volume 2)	Timothy Truman,Rick Leonardi,Tom Raney,Al Rio	3.43	1569715149	9781569715147	eng	144	126	17	4/18/2001	Dark Horse
10967	The Fiery Cross (Outlander  #5)	Diana Gabaldon,Janos Farkas	4.27	440221668	9780440221661	eng	1443	128901	5294	8/30/2005	Dell
10968	Refuge (Outlanders  #36)	James Axler	3.93	373638493	9780373638499	eng	346	5	0	2/14/2006	Gold Eagle
10969	Dragonfly in Amber (Outlander  #2)	Diana Gabaldon	4.32	385302312	9780385302319	eng	743	1088	118	7/1/1992	Delacorte Press
10970	Outlander	Matt Keefe	3.85	184416411X	9781844164110	eng	254	54	5	12/26/2006	Games Workshop(uk)
10971	Hydra's Ring (Outlanders  #39)	James Axler	3.88	373638523	9780373638529	eng	348	25	2	11/1/2006	Gold Eagle
10972	Omega Path (Outlanders  #4)	James Axler	3.87	373638175	9780373638178	en-US	352	80	2	1/23/1998	Gold Eagle
10973	Savage Sun (Outlanders  #3)	James Axler	3.84	373638167	9780373638161	en-US	352	95	3	10/24/1997	Gold Eagle
10974	As I Lay Dying	William Faulkner,E.L. Doctorow	3.71	375504524	9780375504525	eng	231	1003	101	1/25/2001	Modern Library
10976	Novels  1926-1929	William Faulkner,Noel Polk,Joseph Blotner	4.42	1931082898	9781931082891	eng	1180	199	13	4/6/2006	Library of America
10979	Light in August	William Faulkner	3.94	679732268	9780679732266	eng	507	47794	1920	1/30/1991	Vintage
10980	Novels 1942–1954: Go Down  Moses , Intruder in the Dust , Requiem for a Nun , A Fable	William Faulkner,Noel Polk,Joseph Blotner	4.44	940450852	9780940450851	eng	1110	90	7	10/1/1994	Library of America
10982	Selected Short Stories	William Faulkner	4.09	679424784	9780679424789	eng	320	1017	64	5/18/1993	Modern Library
10984	Three Famous Short Novels: Spotted Horses Old Man the Bear	William Faulkner	3.86	394701496	9780394701493	eng	320	1457	117	2/12/1958	Vintage Books
10985	The Town	William Faulkner	4.1	394701844	9780394701844	eng	371	1253	68	2/12/1961	Vintage Books
10987	Voyager (Outlander  #3)	Diana Gabaldon	4.39	385335997	9780385335997	eng	870	198818	8130	8/7/2001	Delta
10988	Drums of Autumn (Outlander  #4)	Diana Gabaldon	4.35	385335989	9780385335980	eng	880	141771	5455	8/7/2001	Delta
10989	The Outlandish Companion: Companion to Outlander  Dragonfly in Amber  Voyager  and Drums of Autumn	Diana Gabaldon	4.08	385324138	9780385324137	eng	577	11433	478	6/29/1999	Delacorte Press
10990	Lord John and the Private Matter (Lord John Grey  #1)	Diana Gabaldon	3.7	770429459	9780770429454	eng	368	32446	1345	10/4/2005	Seal
10992	Cross Stitch (Outlander  #1)	Diana Gabaldon	4.23	99911701	9780099911708	eng	864	2384	323	3/3/1994	Arrow Books
10993	The Eight	Katherine Neville	3.91	345419081	9780345419088	eng	624	536	60	6/23/1997	Ballantine Books
10996	Your Eight Year Old: Lively and Outgoing	Louise Bates Ames,Frances L. Ilg,Carol C. Haber,Betty David	3.86	440506816	9780440506812	eng	160	183	26	3/1/1990	Dell
11000	Eight Mindful Steps to Happiness: Walking the Buddha's Path	Henepola Gunaratana	4.3	861711769	9780861711765	eng	288	1103	50	6/15/2001	Wisdom Publications
11002	Eight Men Out: The Black Sox and the 1919 World Series	Eliot Asinof,Stephen Jay Gould	4.03	805065377	9780805065374	en-US	336	8614	242	5/1/2000	Holt Paperbacks
11003	Eleven on Top (Stephanie Plum  #11)	Janet Evanovich	4.16	312985347	9780312985349	eng	321	91695	1731	6/20/2006	St. Martin's Press
11005	El Clan Del Oso Cavernario	Jean M. Auel,Leonor Tejada Conde-Pelayo	4.05	9684581149	9789684581142	spa	548	176	12	9/1/1981	Lasser Press
11006	The Portable James Joyce	James Joyce,Harry Levin	4.17	517618877	9780517618875	eng	762	20	3	8/20/1986	Random House Value Publishing/TheViking Press
11012	Dubliners	James Joyce,Jeri Johnson,Thiên Lương	3.85	192839993	9780192839992	eng	207	91755	3246	3/15/2001	Oxford University Press
11013	Finnegans Wake	James Joyce	3.67	571217354	9780571217359	eng	628	9780	591	11/4/2002	Faber & Faber
11016	Jane Eyre	Charlotte Brontë,Stevie Davies	4.12	141441143	9780141441146	eng	590	8333	874	6/29/2006	Penguin Classics
11019	Jane Eyre	Charlotte Brontë,Richard J. Dunn	4.12	393975428	9780393975420	eng	534	1475	156	12/13/2000	W. W. Norton & Company
11021	Jane Eyre	Jane E. Gerver,Bill Dodge,Charlotte Brontë	4.06	679886184	9780679886181	eng	112	140	8	6/17/1997	Random House Books for Young Readers
11022	Purity of Blood (Adventures of Captain Alatriste  #2)	Arturo Pérez-Reverte,Margaret Sayers Peden	3.75	452287987	9780452287983	eng	268	3240	130	11/28/2006	Plume
11026	Barnaby Rudge	Charles Dickens,John Bowen,Hablot Knight Browne	3.81	140437282	9780140437287	eng	744	8156	366	2/27/2003	Penguin Books
11027	No me cogeréis vivo: artículos 2001-2005	Arturo Pérez-Reverte	4.16	8420469432	9788420469430	spa	537	199	5	11/10/2005	Alfaguara
11031	The Flanders Panel	Arturo Pérez-Reverte,Margaret Jull Costa	3.79	156029588	9780156029582	eng	295	12998	589	6/7/2004	Mariner Books
11033	The Seville Communion	Arturo Pérez-Reverte,Sonia Soto	3.68	156029812	9780156029810	eng	400	3912	209	6/7/2004	Mariner Books
11036	Little Birds	Anaïs Nin	3.72	156029049	9780156029049	eng	148	7888	366	2/2/2004	Mariner Books
11037	The Diary of Anaïs Nin  Vol. 2: 1934-1939	Anaïs Nin,Gunther Stuhlmann	4.18	156260263	9780156260268	eng	372	1775	47	3/25/1970	Mariner Books
11038	Henry and June: From "A Journal of Love": The Unexpurgated Diary of Anaïs Nin  1931-1932	Anaïs Nin	3.9	015640057X	9780156400572	eng	304	8311	449	10/29/1990	Mariner Books
11043	House of Incest	Anaïs Nin,Val Telberg	3.8	804001480	9780804001489	eng	72	1843	143	2/1/1991	Swallow Press
11044	The Diary of Anaïs Nin  Vol. 3: 1939-1944	Anaïs Nin,Gunther Stuhlmann	4.18	156260271	9780156260275	eng	348	1392	40	3/24/1971	Mariner Books
11045	The Spectator Bird	Wallace Stegner	3.99	140139400	9780140139402	eng	214	4808	550	11/1/1990	Penguin
11047	The Big Book of Boy Stuff	Bart King,Chris Sabatino	4.23	1586853333	9781586853334	eng	292	147	25	7/1/2004	Gibbs Smith Publishers
11048	The Boys of Everest: Chris Bonington and the Tragedy of Climbing's Greatest Generation	Clint Willis	3.86	786715790	9780786715794	eng	535	452	36	9/14/2006	Carroll & Graf Publishers
11062	Roald Dahl: The Storyteller (Famous Lives)	Jason Hook	4.06	750244917	9780750244916	eng	48	0	0	8/12/2004	Hodder Wayland
11069	Les Nouvelles Recettes irrésistibles de Roald Dahl	Roald Dahl,Quentin Blake	4.14	2070536289	9782070536283	fre	64	0	0	9/18/2002	Gallimard Jeunesse
11071	Relatos de lo inesperado	Roald Dahl,Carmelina Payá,Antonio Samons	4.18	8433920863	9788433920867	spa	320	387	30	6/30/2016	Anagrama
11075	Konfetti Ungemütliches + Ungezogenes	Roald Dahl	3.59	3499158477	9783499158476	ger	123	27	1	1/2/1987	Rowohlt Taschenbuch Verlag GmbH
11077	The Sex Lives of Cannibals: Adrift in the Equatorial Pacific	J. Maarten Troost	3.87	767915305	9780767915304	eng	272	19422	2077	6/8/2004	Broadway Books
11089	The Read-Aloud Handbook	Jim Trelease	4.41	143037390	9780143037392	eng	432	4357	707	7/25/2006	Penguin Books
11095	The Working Poor: Invisible in America	David K. Shipler	4.03	375708219	9780375708213	eng	352	4929	369	1/4/2005	Vintage
11101	First Comes Love (Hot Water  California #1)	Christie Ridgway	3.81	380818957	9780380818952	en-US	384	1051	47	1/1/2002	Avon Books
11106	Eat Right 4 Your Type	Peter J. D'Adamo,Catherine Whitney	3.57	071267716X	9780712677165	en-US	375	186	16	4/2/1998	Century
11119	The Annotated Gulliver's Travels	Jonathan Swift,Isaac Asimov	3.57	517539497	9780517539491	eng	298	57	9	10/29/1980	Random House Value Publishing
11121	Gulliver's Travels	Jonathan Swift,Robert A. Greenberg	3.57	393099415	9780393099416	eng	432	174	9	3/1/1980	W. W. Norton & Company
11130	The Chronicles of Narnia CD Box Set	C.S. Lewis,Kenneth Branagh	4.26	694524751	9780694524754	eng	31	202	24	10/26/2004	HarperFestival
11136	The Chronicles of Narnia (The Chronicles of Narnia  #1-7)	C.S. Lewis,Pauline Baynes	4.26	60765453	9780060765453	eng	766	1131	53	10/15/2005	HarperEntertainment
11137	Mere Christianity	C.S. Lewis,Kathleen Norris	4.32	60652926	9780060652920	eng	227	7665	664	4/21/2015	HarperOne
11138	Mere Christianity	C.S. Lewis	4.32	684823780	9780684823782	eng	191	240060	5828	6/1/1996	Touchstone Books
11149	The Screwtape Letters	C.S. Lewis	4.22	60652896	9780060652890	eng	224	116834	4746	3/6/2001	HarperCollins
11154	The Screwtape Letters,Book & Study Guide	C.S. Lewis	4.22	800783360	9780800783365	en-US	172	96	12	1/1/1976	Fleming H Revell Co
11157	Four Mothers	Shifra Horn,Dalya Bilu	3.69	312263236	9780312263232	eng	276	204	28	6/10/2000	Picador
11159	Four Mothers at Chautuaqua	Pansy,Isabella MacDonald Alden	4.04	842331913	9780842331913	eng	265	28	1	4/30/1997	Living Books
11161	The Trial of God: (as it was held on February 25  1649  in Shamgorod)	Elie Wiesel,Robert McAfee Brown,Matthew Fox	4.14	805210539	9780805210538	eng	208	957	72	11/14/1995	Schocken
11162	Summer for the Gods: The Scopes Trial and America's Continuing Debate Over Science and Religion	Edward J. Larson,Brian Troxell	3.9	674854292	9780674854291	eng	318	1458	108	11/15/1998	Harvard University Press
11166	Dawn (The Night Trilogy  #2)	Elie Wiesel,Frances Frenaye	3.87	809037726	9780809037728	eng	81	12576	975	3/21/2006	Hill & Wang
11167	The Forgotten	Elie Wiesel,Stephen Becker	3.94	805210199	9780805210194	eng	320	503	36	1/31/1995	Schocken Books Inc
11168	Day (The Night Trilogy  #3)	Elie Wiesel,Anne Borchardt	3.84	809023091	9780809023097	eng	109	7332	465	3/21/2006	Hill and Wang
11174	All Rivers Run to the Sea	Elie Wiesel	4.15	805210288	9780805210286	eng	464	954	63	10/22/1996	Schocken
11176	Father Hunger: Fathers  Daughters  and the Pursuit of Thinness	Margo Maine,Craig  Johnson	3.57	936077492	9780936077499	eng	288	15	1	9/30/2004	Gürze Books
11178	Father Hunger: Fathers  Daughters & Food	Margo Maine,Craig L. Johnson	3.57	936077093	9780936077093	eng	254	56	5	9/1/2003	Gurze Books
11184	Bold Land  Bold Love (Australian Trilogy  #1)	Connie Mason	3.83	505522748	9780505522740	eng	469	225	16	8/1/1998	Love Spell
11197	Leading with a Limp: Turning Your Struggles Into Strengths	Dan B. Allender	4.04	1578569508	9781578569502	eng	206	506	52	5/16/2006	Waterbrook Press
11204	Something to Declare	Julia Alvarez	3.99	452280672	9780452280670	en-US	300	726	50	9/1/1999	Plume Books
11208	How the García Girls Lost Their Accents	Julia Alvarez	3.63	452287073	9780452287075	eng	304	18032	1144	10/4/2005	Plume
11222	Kesey's One Flew Over the Cuckoo's Nest (Cliffs Notes)	Bruce Edward Walker,Ken Kesey,CliffsNotes	4.17	764586629	9780764586620	eng	112	22	3	12/11/2000	Cliffs Notes
11225	One Flew Over the Cuckoo's Nest	Ken Kesey	4.2	451137094	9780451137098	eng	272	1120	104	2/1/1963	Signet
11226	One Flew over the Cuckoo's Nest	Ken Kesey	4.2	451143426	9780451143426	eng	272	67	5	2/1/1963	Signet
11229	The Sea  The Sea	Iris Murdoch,Mary Kinzie	3.92	014118616X	9780141186160	eng	528	13010	771	3/1/2001	Penguin Books Ltd
11231	Existentialists and Mystics: Writings on Philosophy and Literature	Iris Murdoch,George Steiner,Peter J. Conradi	4.1	140264922	9780140264920	eng	576	184	18	7/1/1999	Penguin
11234	A Fairly Honourable Defeat	Iris Murdoch,Peter Reed	3.93	141186178	9780141186177	eng	432	1417	115	3/1/2001	Penguin Classics
11235	The Unicorn	Iris Murdoch	3.63	014002476X	9780140024760	eng	270	1846	159	1/6/1987	Penguin Books
11240	Bruno's Dream	Iris Murdoch	3.76	140031766	9780140031768	eng	320	604	48	11/18/1976	Penguin Books
11244	Mystical Paths (Starbridge  #5)	Susan Howatch	4.23	6496873	9780006496878	eng	576	1045	38	7/1/1996	HarperCollins Publishers
11245	Glittering Images (Starbridge  #1)	Susan Howatch	4.07	000649689X	9780006496892	eng	512	2043	209	7/22/1996	Fontana
11247	Scandalous Risks	Susan Howatch	4.2	6496903	9780006496908	eng	480	1114	43	7/22/2009	Harper
11251	Glamorous Powers (Starbridge  #2)	Susan Howatch	4.19	000649692X	9780006496922	en-GB	512	1493	69	7/22/1996	HarperCollins
11253	A Severed Head	Iris Murdoch	3.73	140020039	9780140020038	eng	204	3682	319	11/18/1976	Penguin Books
11262	Absolute Truths (Starbridge  #6)	Susan Howatch	4.34	517170779	9780517170779	eng	672	1066	52	8/14/1996	Random House Value Publishing
11263	The Shrouded Walls	Susan Howatch	3.4	751533939	9780751533934	eng	224	305	31	12/31/2010	Sphere
11269	Waiting Sands	Susan Howatch	3.43	751533114	9780751533118	eng	192	314	14	3/1/2003	Little  Brown Book Group
11277	The Hollow Man	Dan Simmons	3.46	553563505	9780553563504	en-US	342	2532	149	9/1/1993	Bantam Spectra
11278	Hardcase (Joe Kurtz  #1)	Dan Simmons	3.68	312980167	9780312980160	en-US	291	1067	61	8/19/2002	Minotaur Books
11279	Summer of Night (Seasons of Horror  #1)	Dan Simmons	4.02	446362662	9780446362665	eng	600	16116	894	3/1/1992	Warner Books
11285	Vengeance (Joe Kurtz  #1)	Dan Simmons	3.68	2268041042	9782268041049	fre	243	1	0	10/31/2001	Editions du Rocher
11286	Carrion Comfort	Dan Simmons	3.9	446359203	9780446359207	eng	884	15742	714	10/1/1990	Warner Books
11289	The Rise of Endymion (Hyperion Cantos  #4)	Dan Simmons	4.18	553572989	9780553572988	eng	709	36728	1229	7/1/1998	Spectra
11290	Children of the Night	Dan Simmons	3.71	446364754	9780446364751	eng	464	5855	264	6/1/1993	Warner Books
11295	The Group	Mary McCarthy	3.66	451025016	9780451025012	eng	397	61	17	9/1/1964	Signet
11296	Haruki Murakami and the Music of Words	Jay Rubin	3.83	99455447	9780099455448	eng	462	1444	68	1/6/2005	Vintage
11297	Norwegian Wood	Haruki Murakami,Jay Rubin	4.03	375704027	9780375704024	eng	296	248676	12203	9/12/2000	Vintage Books
11298	A Wild Sheep Chase (The Rat  #3)	Haruki Murakami,Alfred Birnbaum	3.95	037571894X	9780375718946	eng	353	68918	3022	4/9/2002	Vintage
11301	Horton Hatches the Egg	Dr. Seuss	4.16	7175191	9780007175192	eng	64	37851	597	10/2/2004	Harpercollins Children's Books
11308	Seaward	Susan Cooper	3.97	20421907	9780020421900	eng	167	1756	72	4/30/1987	Aladdin Paperbacks
11311	The Boggart	Susan Cooper,Omar Rayyan	3.75	1416905278	9781416905271	eng	196	4085	181	5/31/2005	Aladdin Paperbacks
11313	Silver on the Tree (The Dark is Rising  #5)	Susan Cooper	4.15	689840330	9780689840333	eng	274	27802	507	12/1/2000	Margaret K. McElderry Books
11317	The Long Goodbye (Philip Marlowe  #6)	Raymond Chandler	4.22	394239105	9780394239101	eng	379	34	4	8/1/1992	Black Lizard Books
11318	Trouble Is My Business	Raymond Chandler	4.06	394757645	9780394757643	eng	224	9606	258	8/12/1988	Vintage Crime/Black Lizard
11320	The Captain's Verses	Pablo Neruda,Donald Devenish Walsh	4.25	811215806	9780811215800	mul	151	4494	160	7/19/2004	New Directions Publishing Corporation
11323	Herbert the Timid Dragon	Mercer Mayer	4.62	307114635	9780307114631	eng	48	23	4	7/1/1991	Western Publishing Company  Golden Books
11324	Under the Net	Iris Murdoch	3.77	140014454	9780140014457	eng	252	11174	465	10/27/1982	Penguin Books Ltd
11326	Love	Toni Morrison	3.75	1400078474	9781400078479	eng	224	7580	452	1/4/2005	Vintage
11333	Beloved	Toni Morrison,A.S. Byatt	3.83	307264882	9780307264886	eng	360	660	58	10/17/2006	Everyman's Library
11334	Song of Solomon	Toni Morrison	4.06	140003342X	9781400033423	eng	337	73894	2763	6/8/2004	Vintage
11337	The Bluest Eye	Toni Morrison	4.03	452287065	9780452287068	eng	216	132233	5507	9/6/2005	Plume
11339	100 Love Sonnets	Pablo Neruda,Stephen Tapscott	4.39	292760280	9780292760288	eng	232	12613	392	1/1/1986	University of Texas Press
11340	Jazz	Toni Morrison	3.81	679411674	9780679411673	eng	229	428	54	4/7/1992	Alfred A. Knopf
11341	Jazz	Toni Morrison	3.81	1400076218	9781400076215	eng	229	1338	128	6/8/2004	Vintage
11346	Sula	Toni Morrison	3.93	452283868	9780452283862	eng	174	47998	2479	4/5/2002	Plume Books
11347	Sula	Toni Morrison	3.93	1400033438	9781400033430	eng	174	3552	361	6/8/2004	Vintage International
11349	Sula	Toni Morrison	3.93	452263492	9780452263499	eng	174	457	49	9/1/1987	Plume
11352	Sula	Toni Morrison	3.93	99760010	9780099760016	eng	189	709	94	5/7/2005	Vintage Books
11355	Tar baby	Toni Morrison	3.93	2264026219	9782264026217	fre	431	11	0	2/20/1997	Editions 10/18
